nick,civ,week_start,wins,losses,games,winrate
ddk,Saracens,2025-03-17,1,0,1,1.00
ddk,Saracens,2025-04-07,2,0,2,1.00
ddk,Saracens,2025-06-09,1,2,3,0.33
ddk,Saracens,2025-06-23,0,1,1,0.00
ddk,Saracens,2025-07-14,0,1,1,0.00
ddk,Saracens,2025-09-15,1,0,1,1.00
ddk,Saracens,2025-09-29,1,0,1,1.00
ddk,Saracens,2025-12-29,1,0,1,1.00
ddk,Shu,2025-05-12,1,1,2,0.50
ddk,Shu,2025-06-09,1,0,1,1.00
ddk,Shu,2025-07-28,0,1,1,0.00
ddk,Shu,2026-01-05,1,1,2,0.50
ddk,Shu,2026-02-02,1,0,1,1.00
ddk,Shu,2026-02-23,1,0,1,1.00
ddk,Sicilians,2024-12-30,1,0,1,1.00
ddk,Sicilians,2025-01-27,0,1,1,0.00
ddk,Sicilians,2025-02-03,0,1,1,0.00
ddk,Sicilians,2025-04-07,1,0,1,1.00
ddk,Sicilians,2025-04-21,0,1,1,0.00
ddk,Sicilians,2025-05-12,1,2,3,0.33
ddk,Sicilians,2025-06-30,1,0,1,1.00
ddk,Sicilians,2025-07-14,0,1,1,0.00
ddk,Sicilians,2025-07-28,0,1,1,0.00
ddk,Sicilians,2025-09-08,0,1,1,0.00
ddk,Sicilians,2025-09-22,1,0,1,1.00
ddk,Sicilians,2025-10-27,1,0,1,1.00
ddk,Sicilians,2025-11-10,1,0,1,1.00
ddk,Sicilians,2025-11-17,1,0,1,1.00
ddk,Sicilians,2025-12-22,0,1,1,0.00
ddk,Sicilians,2026-01-12,0,1,1,0.00
ddk,Slavs,2024-03-04,0,1,1,0.00
ddk,Slavs,2024-12-30,2,0,2,1.00
ddk,Slavs,2025-01-13,1,0,1,1.00
ddk,Slavs,2025-02-03,0,2,2,0.00
ddk,Slavs,2025-02-17,1,0,1,1.00
ddk,Slavs,2025-03-03,1,1,2,0.50
ddk,Slavs,2025-03-10,0,1,1,0.00
ddk,Slavs,2025-06-16,1,0,1,1.00
ddk,Slavs,2025-09-15,1,0,1,1.00
ddk,Slavs,2025-10-13,0,1,1,0.00
ddk,Slavs,2025-11-10,1,0,1,1.00
ddk,Slavs,2026-01-19,1,0,1,1.00
ddk,Spanish,2024-11-25,0,1,1,0.00
ddk,Spanish,2025-02-03,1,0,1,1.00
ddk,Spanish,2025-06-23,1,0,1,1.00
ddk,Spanish,2025-08-18,1,0,1,1.00
ddk,Spanish,2025-11-03,0,1,1,0.00
ddk,Spanish,2025-11-10,0,1,1,0.00
ddk,Spanish,2025-11-24,1,0,1,1.00
ddk,Spanish,2025-12-22,0,1,1,0.00
ddk,Spanish,2026-01-05,1,0,1,1.00
ddk,Spanish,2026-02-02,1,0,1,1.00
ddk,Tatars,2024-11-25,0,1,1,0.00
ddk,Tatars,2025-02-24,0,1,1,0.00
ddk,Tatars,2025-07-21,1,0,1,1.00
ddk,Tatars,2025-09-29,0,1,1,0.00
ddk,Tatars,2025-11-03,0,1,1,0.00
ddk,Tatars,2025-12-22,0,3,3,0.00
ddk,Tatars,2026-01-12,1,0,1,1.00
ddk,Tatars,2026-01-26,0,1,1,0.00
ddk,Teutons,2024-11-25,1,0,1,1.00
ddk,Teutons,2025-04-21,0,1,1,0.00
ddk,Teutons,2025-06-30,1,1,2,0.50
ddk,Teutons,2025-07-07,1,0,1,1.00
ddk,Teutons,2025-09-01,1,0,1,1.00
ddk,Teutons,2025-09-22,1,0,1,1.00
ddk,Teutons,2025-12-01,1,0,1,1.00
ddk,Teutons,2026-01-19,1,0,1,1.00
ddk,Teutons,2026-02-09,0,1,1,0.00
ddk,Turks,2024-04-22,1,0,1,1.00
ddk,Turks,2024-11-25,1,0,1,1.00
ddk,Turks,2025-04-07,1,0,1,1.00
ddk,Turks,2025-04-21,1,1,2,0.50
ddk,Turks,2025-06-16,0,1,1,0.00
ddk,Turks,2025-07-28,0,2,2,0.00
ddk,Turks,2025-09-08,0,1,1,0.00
ddk,Turks,2025-10-06,0,1,1,0.00
ddk,Turks,2025-11-24,0,1,1,0.00
ddk,Turks,2026-02-23,1,0,1,1.00
ddk,Vietnamese,2024-03-04,0,1,1,0.00
ddk,Vietnamese,2024-11-25,1,0,1,1.00
ddk,Vietnamese,2025-03-31,1,0,1,1.00
ddk,Vietnamese,2025-07-28,1,0,1,1.00
ddk,Vietnamese,2025-09-29,1,0,1,1.00
ddk,Vietnamese,2025-11-03,0,1,1,0.00
ddk,Vikings,2025-02-17,1,0,1,1.00
ddk,Vikings,2025-03-17,1,0,1,1.00
ddk,Vikings,2025-04-21,1,0,1,1.00
ddk,Vikings,2025-04-28,1,0,1,1.00
ddk,Vikings,2025-05-19,0,1,1,0.00
ddk,Vikings,2025-06-16,0,1,1,0.00
ddk,Vikings,2025-12-01,1,0,1,1.00
ddk,Vikings,2026-01-12,1,0,1,1.00
ddk,Vikings,2026-01-26,0,1,1,0.00
ddk,Vikings,2026-02-09,1,0,1,1.00
ddk,Wei,2025-07-21,1,0,1,1.00
ddk,Wei,2025-09-15,0,1,1,0.00
ddk,Wei,2025-09-22,0,1,1,0.00
ddk,Wei,2026-01-19,1,1,2,0.50
ddk,Wei,2026-01-26,1,0,1,1.00
ddk,Wu,2025-10-06,0,1,1,0.00
ddk,Wu,2026-01-19,1,0,1,1.00
ddk,Wu,2026-02-02,0,1,1,0.00
ddk,Wu,2026-02-23,1,0,1,1.00
drgameher,Bengalis,2025-11-24,0,1,1,0.00
drgameher,Bengalis,2025-12-01,0,1,1,0.00
drgameher,Bengalis,2025-12-29,0,1,1,0.00
drgameher,Bohemians,2025-09-15,0,1,1,0.00
drgameher,Bohemians,2025-12-29,0,1,1,0.00
drgameher,Bohemians,2026-02-16,0,1,1,0.00
drgameher,Britons,2025-10-06,0,1,1,0.00
drgameher,Bulgarians,2025-11-24,1,1,2,0.50
drgameher,Bulgarians,2026-02-23,0,1,1,0.00
drgameher,Burgundians,2025-12-22,1,0,1,1.00
drgameher,Burgundians,2025-12-29,1,0,1,1.00
drgameher,Burmese,2026-01-12,0,1,1,0.00
drgameher,Byzantines,2025-11-24,1,0,1,1.00
drgameher,Byzantines,2025-12-01,1,0,1,1.00
drgameher,Byzantines,2026-02-16,0,2,2,0.00
drgameher,Celts,2025-11-24,0,1,1,0.00
drgameher,Celts,2026-01-26,0,1,1,0.00
drgameher,Cumans,2025-12-22,0,1,1,0.00
drgameher,Dravidians,2025-11-24,0,1,1,0.00
drgameher,Dravidians,2025-12-01,1,0,1,1.00
drgameher,Dravidians,2025-12-22,0,1,1,0.00
drgameher,Dravidians,2026-01-05,1,0,1,1.00
drgameher,Ethiopians,2025-11-17,0,1,1,0.00
drgameher,Ethiopians,2025-12-08,1,0,1,1.00
drgameher,Ethiopians,2025-12-29,1,0,1,1.00
drgameher,Franks,2025-12-01,0,1,1,0.00
drgameher,Franks,2025-12-22,0,1,1,0.00
drgameher,Franks,2026-01-05,1,0,1,1.00
drgameher,Georgians,2026-01-26,1,0,1,1.00
drgameher,Goths,2025-12-22,0,1,1,0.00
drgameher,Gurjaras,2025-12-01,0,1,1,0.00
drgameher,Gurjaras,2026-02-23,1,0,1,1.00
drgameher,Hindustanis,2025-09-15,1,0,1,1.00
drgameher,Huns,2026-01-12,1,0,1,1.00
drgameher,Inca,2025-11-17,0,1,1,0.00
drgameher,Inca,2025-12-01,0,1,1,0.00
drgameher,Inca,2025-12-08,1,0,1,1.00
drgameher,Inca,2026-01-05,1,0,1,1.00
drgameher,Italians,2025-12-01,0,1,1,0.00
drgameher,Italians,2025-12-29,1,2,3,0.33
drgameher,Italians,2026-01-26,0,1,1,0.00
drgameher,Japanese,2025-12-01,1,0,1,1.00
drgameher,Japanese,2025-12-08,0,1,1,0.00
drgameher,Japanese,2025-12-15,1,0,1,1.00
drgameher,Khmer,2026-01-05,0,1,1,0.00
drgameher,Khmer,2026-01-26,1,0,1,1.00
drgameher,Koreans,2026-01-26,1,0,1,1.00
drgameher,Lithuanians,2025-11-24,0,1,1,0.00
drgameher,Lithuanians,2025-12-15,1,0,1,1.00
drgameher,Magyars,2025-07-28,0,1,1,0.00
drgameher,Magyars,2025-12-01,0,1,1,0.00
drgameher,Magyars,2025-12-15,0,1,1,0.00
drgameher,Magyars,2025-12-29,1,0,1,1.00
drgameher,Malay,2025-12-01,0,1,1,0.00
drgameher,Malay,2025-12-15,0,1,1,0.00
drgameher,Malay,2025-12-29,0,1,1,0.00
drgameher,Malay,2026-02-16,0,1,1,0.00
drgameher,Malians,2025-12-01,0,1,1,0.00
drgameher,Malians,2025-12-08,0,1,1,0.00
drgameher,Malians,2025-12-29,1,0,1,1.00
drgameher,Malians,2026-01-26,1,0,1,1.00
drgameher,Maya,2025-11-24,0,1,1,0.00
drgameher,Maya,2026-01-26,0,1,1,0.00
drgameher,Mongols,2025-11-10,1,0,1,1.00
drgameher,Mongols,2025-12-08,1,0,1,1.00
drgameher,Mongols,2026-02-16,1,1,2,0.50
drgameher,Poles,2025-12-15,0,1,1,0.00
drgameher,Poles,2025-12-22,1,0,1,1.00
drgameher,Poles,2026-01-12,0,1,1,0.00
drgameher,Poles,2026-01-26,0,1,1,0.00
drgameher,Saracens,2025-12-15,0,1,1,0.00
drgameher,Saracens,2025-12-29,1,0,1,1.00
drgameher,Saracens,2026-01-26,0,1,1,0.00
drgameher,Sicilians,2025-12-01,1,0,1,1.00
drgameher,Spanish,2025-11-24,0,1,1,0.00
drgameher,Spanish,2025-12-01,0,1,1,0.00
drgameher,Spanish,2025-12-15,0,1,1,0.00
drgameher,Spanish,2026-01-26,0,1,1,0.00
drgameher,Spanish,2026-02-23,0,1,1,0.00
drgameher,Tatars,2025-12-01,0,2,2,0.00
drgameher,Tatars,2026-02-16,1,0,1,1.00
drgameher,Teutons,2025-11-10,0,1,1,0.00
drgameher,Teutons,2025-11-24,0,1,1,0.00
drgameher,Teutons,2026-02-16,0,1,1,0.00
drgameher,Teutons,2026-02-23,0,1,1,0.00
drgameher,Vietnamese,2025-12-01,1,0,1,1.00
drgameher,Vietnamese,2026-02-16,0,1,1,0.00
drgameher,Vikings,2025-11-10,0,1,1,0.00
drgameher,Vikings,2025-12-08,1,0,1,1.00
drgameher,Vikings,2025-12-29,0,1,1,0.00
feedertony,Aztecs,2024-03-18,2,1,3,0.67
feedertony,Aztecs,2024-03-25,1,0,1,1.00
feedertony,Aztecs,2024-09-23,1,0,1,1.00
feedertony,Aztecs,2024-10-28,1,0,1,1.00
feedertony,Aztecs,2024-11-04,0,1,1,0.00
feedertony,Aztecs,2024-11-25,2,0,2,1.00
feedertony,Aztecs,2024-12-30,0,1,1,0.00
feedertony,Aztecs,2025-02-24,1,2,3,0.33
feedertony,Bengalis,2024-01-29,0,1,1,0.00
feedertony,Bengalis,2024-03-25,1,0,1,1.00
feedertony,Bengalis,2024-06-03,0,1,1,0.00
feedertony,Bengalis,2024-06-17,0,1,1,0.00
feedertony,Bengalis,2024-09-16,2,0,2,1.00
feedertony,Bengalis,2024-12-16,1,0,1,1.00
feedertony,Bengalis,2025-02-24,0,1,1,0.00
feedertony,Berbers,2024-02-05,1,0,1,1.00
feedertony,Berbers,2024-12-30,1,0,1,1.00
feedertony,Berbers,2025-06-23,0,1,1,0.00
feedertony,Bohemians,2024-01-29,1,0,1,1.00
feedertony,Bohemians,2024-04-22,0,1,1,0.00
feedertony,Bohemians,2024-06-24,0,1,1,0.00
feedertony,Bohemians,2024-07-29,0,2,2,0.00
feedertony,Bohemians,2024-11-18,0,2,2,0.00
feedertony,Bohemians,2024-12-09,0,1,1,0.00
feedertony,Bohemians,2025-07-14,0,1,1,0.00
feedertony,Britons,2024-01-22,0,1,1,0.00
feedertony,Britons,2024-03-18,1,1,2,0.50
feedertony,Britons,2024-04-01,0,1,1,0.00
feedertony,Britons,2024-04-15,1,0,1,1.00
feedertony,Britons,2024-07-29,0,1,1,0.00
feedertony,Britons,2024-08-26,1,0,1,1.00
feedertony,Britons,2024-10-28,0,1,1,0.00
feedertony,Britons,2025-09-08,0,1,1,0.00
feedertony,Britons,2025-12-08,0,1,1,0.00
feedertony,Bulgarians,2024-01-29,1,0,1,1.00
feedertony,Bulgarians,2024-03-25,0,1,1,0.00
feedertony,Bulgarians,2024-10-21,1,0,1,1.00
feedertony,Bulgarians,2024-12-09,0,1,1,0.00
feedertony,Bulgarians,2024-12-30,1,0,1,1.00
feedertony,Bulgarians,2025-01-27,1,0,1,1.00
feedertony,Bulgarians,2025-02-17,1,0,1,1.00
feedertony,Bulgarians,2025-03-03,1,0,1,1.00
feedertony,Burgundians,2024-11-11,0,1,1,0.00
feedertony,Burgundians,2024-12-09,0,1,1,0.00
feedertony,Burgundians,2024-12-16,0,1,1,0.00
feedertony,Burgundians,2024-12-23,1,0,1,1.00
feedertony,Burgundians,2024-12-30,1,0,1,1.00
feedertony,Burmese,2024-01-29,0,1,1,0.00
feedertony,Burmese,2024-03-11,1,0,1,1.00
feedertony,Burmese,2024-11-04,0,3,3,0.00
feedertony,Burmese,2024-11-11,1,0,1,1.00
feedertony,Burmese,2024-11-18,1,0,1,1.00
feedertony,Burmese,2024-12-09,1,0,1,1.00
feedertony,Burmese,2025-01-27,0,2,2,0.00
feedertony,Burmese,2025-02-10,1,1,2,0.50
feedertony,Burmese,2025-02-17,0,1,1,0.00
feedertony,Burmese,2025-06-16,0,1,1,0.00
feedertony,Burmese,2025-06-23,0,1,1,0.00
feedertony,Byzantines,2024-01-29,4,0,4,1.00
feedertony,Byzantines,2024-02-26,0,2,2,0.00
feedertony,Byzantines,2024-12-30,0,4,4,0.00
feedertony,Byzantines,2025-01-13,1,0,1,1.00
feedertony,Byzantines,2025-02-24,0,1,1,0.00
feedertony,Byzantines,2025-03-17,1,0,1,1.00
feedertony,Byzantines,2026-01-19,1,0,1,1.00
feedertony,Celts,2024-01-29,0,1,1,0.00
feedertony,Celts,2024-05-13,2,0,2,1.00
feedertony,Celts,2024-08-12,1,0,1,1.00
feedertony,Celts,2024-10-07,0,1,1,0.00
feedertony,Celts,2024-10-21,0,3,3,0.00
feedertony,Celts,2024-10-28,1,0,1,1.00
feedertony,Celts,2024-11-25,0,2,2,0.00
feedertony,Celts,2025-02-17,1,0,1,1.00
feedertony,Celts,2025-03-03,0,2,2,0.00
feedertony,Celts,2025-03-17,0,1,1,0.00
feedertony,Chinese,2024-01-22,0,1,1,0.00
feedertony,Chinese,2024-06-10,1,0,1,1.00
feedertony,Chinese,2024-07-29,1,1,2,0.50
feedertony,Chinese,2024-08-12,2,0,2,1.00
feedertony,Chinese,2024-11-11,0,1,1,0.00
feedertony,Chinese,2024-11-18,0,1,1,0.00
feedertony,Chinese,2024-12-30,0,1,1,0.00
feedertony,Chinese,2025-02-17,1,0,1,1.00
feedertony,Chinese,2025-03-31,2,0,2,1.00
feedertony,Chinese,2025-06-23,0,1,1,0.00
feedertony,Cumans,2024-04-22,0,1,1,0.00
feedertony,Cumans,2024-06-24,1,0,1,1.00
feedertony,Cumans,2024-08-26,1,2,3,0.33
feedertony,Cumans,2024-11-25,1,0,1,1.00
feedertony,Cumans,2024-12-23,0,1,1,0.00
feedertony,Cumans,2025-02-10,1,0,1,1.00
feedertony,Dravidians,2024-05-06,0,1,1,0.00
feedertony,Dravidians,2024-08-19,1,2,3,0.33
feedertony,Dravidians,2024-09-16,1,1,2,0.50
feedertony,Dravidians,2024-10-07,0,1,1,0.00
feedertony,Dravidians,2024-11-18,0,1,1,0.00
feedertony,Dravidians,2024-12-09,0,1,1,0.00
feedertony,Dravidians,2025-02-17,0,2,2,0.00
feedertony,Dravidians,2025-03-17,0,1,1,0.00
feedertony,Dravidians,2025-03-31,0,1,1,0.00
feedertony,Dravidians,2025-09-01,0,1,1,0.00
feedertony,Ethiopians,2024-03-18,0,1,1,0.00
feedertony,Ethiopians,2024-04-15,0,1,1,0.00
feedertony,Ethiopians,2024-05-06,1,0,1,1.00
feedertony,Ethiopians,2024-10-14,1,2,3,0.33
feedertony,Ethiopians,2024-10-28,2,1,3,0.67
feedertony,Ethiopians,2024-11-25,1,0,1,1.00
feedertony,Ethiopians,2024-12-09,1,0,1,1.00
feedertony,Ethiopians,2024-12-30,2,2,4,0.50
feedertony,Ethiopians,2025-03-03,1,1,2,0.50
feedertony,Franks,2024-02-26,1,0,1,1.00
feedertony,Franks,2024-05-06,1,0,1,1.00
feedertony,Franks,2024-06-10,1,0,1,1.00
feedertony,Franks,2024-07-15,0,2,2,0.00
feedertony,Franks,2024-09-16,0,1,1,0.00
feedertony,Franks,2024-10-21,1,0,1,1.00
feedertony,Franks,2024-10-28,1,0,1,1.00
feedertony,Franks,2024-11-04,0,1,1,0.00
feedertony,Franks,2024-12-09,1,1,2,0.50
feedertony,Franks,2024-12-30,1,1,2,0.50
feedertony,Franks,2025-01-27,1,0,1,1.00
feedertony,Franks,2025-02-17,0,1,1,0.00
feedertony,Franks,2025-03-03,0,1,1,0.00
feedertony,Franks,2025-07-14,0,1,1,0.00
feedertony,Franks,2025-12-08,0,1,1,0.00
feedertony,Goths,2024-01-22,1,0,1,1.00
feedertony,Goths,2024-01-29,0,1,1,0.00
feedertony,Goths,2024-06-24,1,0,1,1.00
feedertony,Goths,2024-11-11,1,0,1,1.00
feedertony,Goths,2024-11-25,1,1,2,0.50
feedertony,Goths,2025-06-16,0,1,1,0.00
feedertony,Goths,2025-09-01,0,1,1,0.00
feedertony,Goths,2025-12-01,0,1,1,0.00
feedertony,Goths,2025-12-08,0,1,1,0.00
feedertony,Gurjaras,2024-02-26,1,0,1,1.00
feedertony,Gurjaras,2024-05-06,0,1,1,0.00
feedertony,Gurjaras,2024-08-12,1,0,1,1.00
feedertony,Gurjaras,2024-08-19,0,2,2,0.00
feedertony,Gurjaras,2024-09-23,2,0,2,1.00
feedertony,Gurjaras,2024-11-04,1,0,1,1.00
feedertony,Gurjaras,2024-11-11,1,0,1,1.00
feedertony,Gurjaras,2024-11-18,0,1,1,0.00
feedertony,Gurjaras,2024-11-25,0,1,1,0.00
feedertony,Gurjaras,2025-09-15,1,0,1,1.00
feedertony,Hindustanis,2024-01-22,0,1,1,0.00
feedertony,Hindustanis,2024-03-18,1,1,2,0.50
feedertony,Hindustanis,2024-10-21,1,0,1,1.00
feedertony,Hindustanis,2024-10-28,1,0,1,1.00
feedertony,Hindustanis,2025-02-10,1,0,1,1.00
feedertony,Hindustanis,2025-07-07,0,1,1,0.00
feedertony,Hindustanis,2025-12-01,1,0,1,1.00
feedertony,Hindustanis,2025-12-08,0,1,1,0.00
feedertony,Huns,2024-02-26,0,2,2,0.00
feedertony,Huns,2024-04-22,1,0,1,1.00
feedertony,Huns,2024-06-03,1,0,1,1.00
feedertony,Huns,2024-07-01,1,0,1,1.00
feedertony,Huns,2024-10-14,0,1,1,0.00
feedertony,Huns,2024-11-04,0,1,1,0.00
feedertony,Huns,2024-11-11,1,0,1,1.00
feedertony,Huns,2024-11-25,2,0,2,1.00
feedertony,Huns,2024-12-30,1,1,2,0.50
feedertony,Huns,2025-01-20,2,1,3,0.67
feedertony,Inca,2024-01-22,0,1,1,0.00
feedertony,Inca,2024-02-26,0,1,1,0.00
feedertony,Inca,2024-03-04,0,1,1,0.00
feedertony,Inca,2024-05-06,1,0,1,1.00
feedertony,Inca,2024-05-20,1,0,1,1.00
feedertony,Inca,2024-08-12,0,1,1,0.00
feedertony,Inca,2024-10-28,0,1,1,0.00
feedertony,Inca,2024-11-04,0,1,1,0.00
feedertony,Inca,2024-11-25,1,0,1,1.00
feedertony,Inca,2024-12-16,1,0,1,1.00
feedertony,Inca,2026-01-19,1,0,1,1.00
feedertony,Italians,2024-03-11,0,1,1,0.00
feedertony,Italians,2024-04-22,1,0,1,1.00
feedertony,Italians,2024-06-10,0,1,1,0.00
feedertony,Italians,2024-07-01,0,1,1,0.00
feedertony,Italians,2024-10-28,1,0,1,1.00
feedertony,Italians,2025-02-10,1,0,1,1.00
feedertony,Italians,2025-03-03,1,0,1,1.00
feedertony,Italians,2025-06-16,1,0,1,1.00
feedertony,Japanese,2024-02-26,1,0,1,1.00
feedertony,Japanese,2024-04-08,0,1,1,0.00
feedertony,Japanese,2024-06-24,0,1,1,0.00
feedertony,Japanese,2024-08-26,1,0,1,1.00
feedertony,Japanese,2024-09-16,1,0,1,1.00
feedertony,Japanese,2024-10-14,1,0,1,1.00
feedertony,Japanese,2024-11-18,1,0,1,1.00
feedertony,Japanese,2024-11-25,0,1,1,0.00
feedertony,Japanese,2024-12-09,1,0,1,1.00
feedertony,Japanese,2024-12-16,1,0,1,1.00
feedertony,Japanese,2024-12-23,1,1,2,0.50
feedertony,Japanese,2024-12-30,1,0,1,1.00
feedertony,Japanese,2025-02-17,0,1,1,0.00
feedertony,Japanese,2025-12-01,1,0,1,1.00
feedertony,Japanese,2025-12-08,1,0,1,1.00
feedertony,Khmer,2024-03-18,0,1,1,0.00
feedertony,Khmer,2024-06-10,2,1,3,0.67
feedertony,Khmer,2024-06-24,1,0,1,1.00
feedertony,Khmer,2024-07-15,1,0,1,1.00
feedertony,Khmer,2024-08-26,1,0,1,1.00
feedertony,Khmer,2024-10-28,1,1,2,0.50
feedertony,Khmer,2024-12-23,1,2,3,0.33
feedertony,Khmer,2025-03-03,2,1,3,0.67
feedertony,Khmer,2025-07-14,0,1,1,0.00
feedertony,Khmer,2025-11-24,0,1,1,0.00
feedertony,Koreans,2024-03-11,1,0,1,1.00
feedertony,Koreans,2024-05-13,1,0,1,1.00
feedertony,Koreans,2024-11-25,0,1,1,0.00
feedertony,Koreans,2024-12-09,0,1,1,0.00
feedertony,Koreans,2025-03-03,1,0,1,1.00
feedertony,Lithuanians,2024-01-22,0,1,1,0.00
feedertony,Lithuanians,2024-03-11,1,1,2,0.50
feedertony,Lithuanians,2024-04-22,0,1,1,0.00
feedertony,Lithuanians,2024-08-19,1,0,1,1.00
feedertony,Lithuanians,2024-08-26,1,1,2,0.50
feedertony,Lithuanians,2024-09-16,0,1,1,0.00
feedertony,Lithuanians,2024-12-23,1,0,1,1.00
feedertony,Lithuanians,2025-02-24,1,1,2,0.50
feedertony,Lithuanians,2025-03-31,2,2,4,0.50
feedertony,Lithuanians,2025-06-16,2,1,3,0.67
feedertony,Magyars,2024-01-29,0,1,1,0.00
feedertony,Magyars,2024-04-22,1,0,1,1.00
feedertony,Magyars,2024-05-06,1,1,2,0.50
feedertony,Magyars,2024-07-01,0,1,1,0.00
feedertony,Magyars,2024-09-23,0,2,2,0.00
feedertony,Magyars,2024-09-30,0,1,1,0.00
feedertony,Magyars,2024-10-21,1,0,1,1.00
feedertony,Magyars,2024-10-28,0,1,1,0.00
feedertony,Magyars,2024-12-16,1,2,3,0.33
feedertony,Magyars,2024-12-23,0,1,1,0.00
feedertony,Magyars,2025-02-17,1,0,1,1.00
feedertony,Magyars,2025-03-03,1,0,1,1.00
feedertony,Magyars,2025-12-08,0,1,1,0.00
feedertony,Magyars,2025-12-15,1,1,2,0.50
feedertony,Malay,2024-01-22,1,0,1,1.00
feedertony,Malay,2024-04-22,0,1,1,0.00
feedertony,Malay,2024-05-06,1,2,3,0.33
feedertony,Malay,2024-05-20,3,0,3,1.00
feedertony,Malay,2024-11-04,0,1,1,0.00
feedertony,Malay,2024-11-18,0,1,1,0.00
feedertony,Malay,2024-11-25,1,0,1,1.00
feedertony,Malay,2025-03-17,0,1,1,0.00
feedertony,Malay,2026-01-19,1,0,1,1.00
feedertony,Malians,2024-02-26,0,1,1,0.00
feedertony,Malians,2024-07-29,1,1,2,0.50
feedertony,Malians,2024-10-07,1,0,1,1.00
feedertony,Malians,2024-10-28,0,1,1,0.00
feedertony,Malians,2024-11-04,0,1,1,0.00
feedertony,Malians,2024-12-09,0,1,1,0.00
feedertony,Malians,2024-12-30,0,1,1,0.00
feedertony,Malians,2025-02-17,0,3,3,0.00
feedertony,Malians,2025-03-17,1,0,1,1.00
feedertony,Maya,2024-08-26,0,1,1,0.00
feedertony,Maya,2024-09-09,1,0,1,1.00
feedertony,Maya,2024-12-09,0,1,1,0.00
feedertony,Maya,2025-02-17,0,1,1,0.00
feedertony,Mongols,2024-01-22,2,1,3,0.67
feedertony,Mongols,2024-01-29,1,0,1,1.00
feedertony,Mongols,2024-04-22,1,0,1,1.00
feedertony,Mongols,2024-05-20,0,1,1,0.00
feedertony,Mongols,2024-06-03,1,0,1,1.00
feedertony,Mongols,2024-06-10,0,1,1,0.00
feedertony,Mongols,2024-07-29,1,0,1,1.00
feedertony,Mongols,2024-08-19,1,1,2,0.50
feedertony,Mongols,2024-08-26,0,2,2,0.00
feedertony,Mongols,2024-11-25,1,0,1,1.00
feedertony,Mongols,2024-12-16,1,0,1,1.00
feedertony,Mongols,2025-02-17,0,1,1,0.00
feedertony,Mongols,2025-03-31,1,0,1,1.00
feedertony,Mongols,2025-09-01,1,1,2,0.50
feedertony,Persians,2024-01-22,2,0,2,1.00
feedertony,Persians,2024-02-26,1,0,1,1.00
feedertony,Persians,2024-03-04,1,0,1,1.00
feedertony,Persians,2024-04-08,1,2,3,0.33
feedertony,Persians,2024-04-22,2,0,2,1.00
feedertony,Persians,2024-08-26,1,0,1,1.00
feedertony,Persians,2024-10-07,0,1,1,0.00
feedertony,Persians,2024-10-14,1,2,3,0.33
feedertony,Persians,2024-11-11,2,1,3,0.67
feedertony,Persians,2024-12-09,0,1,1,0.00
feedertony,Persians,2024-12-16,1,0,1,1.00
feedertony,Persians,2025-02-10,1,1,2,0.50
feedertony,Persians,2025-02-17,1,1,2,0.50
feedertony,Persians,2025-03-03,2,0,2,1.00
feedertony,Persians,2025-06-16,1,0,1,1.00
feedertony,Persians,2025-06-23,1,0,1,1.00
feedertony,Poles,2024-03-18,1,0,1,1.00
feedertony,Poles,2024-04-22,2,0,2,1.00
feedertony,Poles,2024-05-27,0,1,1,0.00
feedertony,Poles,2024-06-24,1,0,1,1.00
feedertony,Poles,2024-09-16,0,3,3,0.00
feedertony,Poles,2024-10-21,1,0,1,1.00
feedertony,Poles,2024-10-28,1,2,3,0.33
feedertony,Poles,2025-02-24,1,1,2,0.50
feedertony,Poles,2025-09-08,0,1,1,0.00
feedertony,Portuguese,2024-04-08,0,1,1,0.00
feedertony,Portuguese,2024-07-01,0,1,1,0.00
feedertony,Portuguese,2024-07-29,2,1,3,0.67
feedertony,Portuguese,2024-08-19,1,0,1,1.00
feedertony,Portuguese,2024-10-07,0,1,1,0.00
feedertony,Portuguese,2024-10-21,0,1,1,0.00
feedertony,Portuguese,2024-10-28,1,2,3,0.33
feedertony,Portuguese,2024-12-09,1,1,2,0.50
feedertony,Portuguese,2025-02-17,2,0,2,1.00
feedertony,Portuguese,2025-03-03,0,1,1,0.00
feedertony,Portuguese,2025-07-07,0,1,1,0.00
feedertony,Saracens,2024-01-22,0,1,1,0.00
feedertony,Saracens,2024-01-29,0,1,1,0.00
feedertony,Saracens,2024-03-11,0,1,1,0.00
feedertony,Saracens,2024-06-24,1,1,2,0.50
feedertony,Saracens,2024-07-15,1,0,1,1.00
feedertony,Saracens,2024-08-26,0,1,1,0.00
feedertony,Saracens,2024-10-28,0,1,1,0.00
feedertony,Saracens,2024-11-11,0,1,1,0.00
feedertony,Saracens,2024-12-23,0,1,1,0.00
feedertony,Saracens,2025-07-07,1,0,1,1.00
feedertony,Sicilians,2024-11-18,1,0,1,1.00
feedertony,Sicilians,2024-12-09,1,0,1,1.00
feedertony,Sicilians,2024-12-16,0,2,2,0.00
feedertony,Sicilians,2025-12-08,1,0,1,1.00
feedertony,Slavs,2024-06-24,1,0,1,1.00
feedertony,Slavs,2024-08-12,1,0,1,1.00
feedertony,Slavs,2024-08-26,1,0,1,1.00
feedertony,Slavs,2024-09-30,1,0,1,1.00
